title,artist,year,popularity,tags,phrases,reason
Sweet Song,Lady Gaga,2000,90,"pop,dance,2000s","sweet,song,lady gaga","Adjective+Type pattern: ""Sweet Song"""
Wild Song,Lady Gaga,2006,97,"pop,dance,2000s","wild,song,lady gaga","Adjective+Type pattern: ""Wild Song"""
Free Song,Lady Gaga,2005,84,"pop,dance,2000s","free,song,lady gaga","Adjective+Type pattern: ""Free Song"""
Lost Song,Lady Gaga,2009,82,"pop,dance,2000s","lost,song,lady gaga","Exact match: ""Lost Song"""
Found Song,Lady Gaga,2000,82,"pop,dance,2000s","found,song,lady gaga","Exact match: ""Found Song"""
True Song,Lady Gaga,2000,86,"pop,dance,2000s","true,song,lady gaga","Exact match: ""True Song"""
Faded Song,Lady Gaga,2000,90,"pop,dance,2000s","faded,song,lady gaga","Adjective+Type pattern: ""Faded Song"""
Shining Song,Lady Gaga,2009,97,"pop,dance,2000s","shining,song,lady gaga","Adjective+Type pattern: ""Shining Song"""
Burning Song,Lady Gaga,2009,95,"pop,dance,2000s","burning,song,lady gaga","Adjective+Type pattern: ""Burning Song"""
Rising Song,Lady Gaga,2002,95,"pop,dance,2000s","rising,song,lady gaga","Adjective+Type pattern: ""Rising Song"""
Blue Track,Lady Gaga,2001,87,"pop,dance,2000s","blue,track,lady gaga","Adjective+Type pattern: ""Blue Track"""
Red Track,Lady Gaga,2002,91,"pop,dance,2000s","red,track,lady gaga","Adjective+Type pattern: ""Red Track"""
Golden Track,Lady Gaga,2009,92,"pop,dance,2000s","golden,track,lady gaga","Adjective+Type pattern: ""Golden Track"""
Silver Track,Lady Gaga,2008,93,"pop,dance,2000s","silver,track,lady gaga","Adjective+Type pattern: ""Silver Track"""
Dark Track,Lady Gaga,2001,84,"pop,dance,2000s","dark,track,lady gaga","Adjective+Type pattern: ""Dark Track"""
Bright Track,Lady Gaga,2006,82,"pop,dance,2000s","bright,track,lady gaga","Adjective+Type pattern: ""Bright Track"""
Sweet Track,Lady Gaga,2007,96,"pop,dance,2000s","sweet,track,lady gaga","Adjective+Type pattern: ""Sweet Track"""
Wild Track,Lady Gaga,2000,97,"pop,dance,2000s","wild,track,lady gaga","Adjective+Type pattern: ""Wild Track"""
Free Track,Lady Gaga,2007,95,"pop,dance,2000s","free,track,lady gaga","Adjective+Type pattern: ""Free Track"""
Blue Song,Avicii,2015,89,"edm,progressive house,2010s","blue,song,avicii","Adjective+Type pattern: ""Blue Song"""
Red Song,Avicii,2010,89,"edm,progressive house,2010s","red,song,avicii","Adjective+Type pattern: ""Red Song"""
Golden Song,Avicii,2014,80,"edm,progressive house,2010s","golden,song,avicii","Adjective+Type pattern: ""Golden Song"""
Silver Song,Avicii,2018,81,"edm,progressive house,2010s","silver,song,avicii","Adjective+Type pattern: ""Silver Song"""
Dark Song,Avicii,2012,79,"edm,progressive house,2010s","dark,song,avicii","Adjective+Type pattern: ""Dark Song"""
Bright Song,Avicii,2011,90,"edm,progressive house,2010s","bright,song,avicii","Adjective+Type pattern: ""Bright Song"""
Sweet Song,Avicii,2013,83,"edm,progressive house,2010s","sweet,song,avicii","Adjective+Type pattern: ""Sweet Song"""
Wild Song,Avicii,2013,92,"edm,progressive house,2010s","wild,song,avicii","Adjective+Type pattern: ""Wild Song"""
Free Song,Avicii,2012,88,"edm,progressive house,2010s","free,song,avicii","Adjective+Type pattern: ""Free Song"""
Lost Song,Avicii,2012,82,"edm,progressive house,2010s","lost,song,avicii","Exact match: ""Lost Song"""
Found Song,Avicii,2013,84,"edm,progressive house,2010s","found,song,avicii","Exact match: ""Found Song"""
True Song,Avicii,2014,85,"edm,progressive house,2010s","true,song,avicii","Exact match: ""True Song"""
Faded Song,Avicii,2018,94,"edm,progressive house,2010s","faded,song,avicii","Adjective+Type pattern: ""Faded Song"""
Shining Song,Avicii,2016,87,"edm,progressive house,2010s","shining,song,avicii","Adjective+Type pattern: ""Shining Song"""
Burning Song,Avicii,2011,93,"edm,progressive house,2010s","burning,song,avicii","Adjective+Type pattern: ""Burning Song"""
Rising Song,Avicii,2014,83,"edm,progressive house,2010s","rising,song,avicii","Adjective+Type pattern: ""Rising Song"""
Blue Track,Avicii,2019,85,"edm,progressive house,2010s","blue,track,avicii","Adjective+Type pattern: ""Blue Track"""
Red Track,Avicii,2014,95,"edm,progressive house,2010s","red,track,avicii","Adjective+Type pattern: ""Red Track"""
Golden Track,Avicii,2018,91,"edm,progressive house,2010s","golden,track,avicii","Adjective+Type pattern: ""Golden Track"""
Silver Track,Avicii,2012,76,"edm,progressive house,2010s","silver,track,avicii","Adjective+Type pattern: ""Silver Track"""
Dark Track,Avicii,2010,80,"edm,progressive house,2010s","dark,track,avicii","Adjective+Type pattern: ""Dark Track"""
Bright Track,Avicii,2014,77,"edm,progressive house,2010s","bright,track,avicii","Adjective+Type pattern: ""Bright Track"""
Sweet Track,Avicii,2012,80,"edm,progressive house,2010s","sweet,track,avicii","Adjective+Type pattern: ""Sweet Track"""
Wild Track,Avicii,2016,79,"edm,progressive house,2010s","wild,track,avicii","Adjective+Type pattern: ""Wild Track"""
Free Track,Avicii,2011,93,"edm,progressive house,2010s","free,track,avicii","Adjective+Type pattern: ""Free Track"""
Blue Song,Calvin Harris,2016,84,"edm,pop,2010s","blue,song,calvin harris","Adjective+Type pattern: ""Blue Song"""
Red Song,Calvin Harris,2017,80,"edm,pop,2010s","red,song,calvin harris","Adjective+Type pattern: ""Red Song"""
Golden Song,Calvin Harris,2012,84,"edm,pop,2010s","golden,song,calvin harris","Adjective+Type pattern: ""Golden Song"""
Silver Song,Calvin Harris,2017,76,"edm,pop,2010s","silver,song,calvin harris","Adjective+Type pattern: ""Silver Song"""
Dark Song,Calvin Harris,2011,75,"edm,pop,2010s","dark,song,calvin harris","Adjective+Type pattern: ""Dark Song"""
Bright Song,Calvin Harris,2016,91,"edm,pop,2010s","bright,song,calvin harris","Adjective+Type pattern: ""Bright Song"""
Sweet Song,Calvin Harris,2017,93,"edm,pop,2010s","sweet,song,calvin harris","Adjective+Type pattern: ""Sweet Song"""
Wild Song,Calvin Harris,2018,77,"edm,pop,2010s","wild,song,calvin harris","Adjective+Type pattern: ""Wild Song"""
Free Song,Calvin Harris,2018,94,"edm,pop,2010s","free,song,calvin harris","Adjective+Type pattern: ""Free Song"""
Lost Song,Calvin Harris,2013,93,"edm,pop,2010s","lost,song,calvin harris","Exact match: ""Lost Song"""
Found Song,Calvin Harris,2015,92,"edm,pop,2010s","found,song,calvin harris","Exact match: ""Found Song"""
True Song,Calvin Harris,2015,78,"edm,pop,2010s","true,song,calvin harris","Exact match: ""True Song"""
Faded Song,Calvin Harris,2017,76,"edm,pop,2010s","faded,song,calvin harris","Adjective+Type pattern: ""Faded Song"""
Shining Song,Calvin Harris,2018,96,"edm,pop,2010s","shining,song,calvin harris","Adjective+Type pattern: ""Shining Song"""
Burning Song,Calvin Harris,2019,78,"edm,pop,2010s","burning,song,calvin harris","Adjective+Type pattern: ""Burning Song"""
Rising Song,Calvin Harris,2014,84,"edm,pop,2010s","rising,song,calvin harris","Adjective+Type pattern: ""Rising Song"""
Blue Track,Calvin Harris,2010,86,"edm,pop,2010s","blue,track,calvin harris","Adjective+Type pattern: ""Blue Track"""
Red Track,Calvin Harris,2016,76,"edm,pop,2010s","red,track,calvin harris","Adjective+Type pattern: ""Red Track"""
Golden Track,Calvin Harris,2014,94,"edm,pop,2010s","golden,track,calvin harris","Adjective+Type pattern: ""Golden Track"""
Silver Track,Calvin Harris,2011,89,"edm,pop,2010s","silver,track,calvin harris","Adjective+Type pattern: ""Silver Track"""
Dark Track,Calvin Harris,2014,77,"edm,pop,2010s","dark,track,calvin harris","Adjective+Type pattern: ""Dark Track"""
Bright Track,Calvin Harris,2011,84,"edm,pop,2010s","bright,track,calvin harris","Adjective+Type pattern: ""Bright Track"""
Sweet Track,Calvin Harris,2017,96,"edm,pop,2010s","sweet,track,calvin harris","Adjective+Type pattern: ""Sweet Track"""
Wild Track,Calvin Harris,2015,86,"edm,pop,2010s","wild,track,calvin harris","Adjective+Type pattern: ""Wild Track"""
Free Track,Calvin Harris,2019,94,"edm,pop,2010s","free,track,calvin harris","Adjective+Type pattern: ""Free Track"""
Lost Track,Calvin Harris,2010,84,"edm,pop,2010s","lost,track,calvin harris","Exact match: ""Lost Track"""
Found Track,Calvin Harris,2015,86,"edm,pop,2010s","found,track,calvin harris","Exact match: ""Found Track"""
True Track,Calvin Harris,2011,96,"edm,pop,2010s","true,track,calvin harris","Exact match: ""True Track"""
Faded Track,Calvin Harris,2017,94,"edm,pop,2010s","faded,track,calvin harris","Adjective+Type pattern: ""Faded Track"""
Shining Track,Calvin Harris,2017,79,"edm,pop,2010s","shining,track,calvin harris","Adjective+Type pattern: ""Shining Track"""
Blue Song,David Guetta,2019,84,"edm,pop,2010s","blue,song,david guetta","Adjective+Type pattern: ""Blue Song"""
Red Song,David Guetta,2013,89,"edm,pop,2010s","red,song,david guetta","Adjective+Type pattern: ""Red Song"""
Golden Song,David Guetta,2018,79,"edm,pop,2010s","golden,song,david guetta","Adjective+Type pattern: ""Golden Song"""
Silver Song,David Guetta,2011,80,"edm,pop,2010s","silver,song,david guetta","Adjective+Type pattern: ""Silver Song"""
Dark Song,David Guetta,2019,90,"edm,pop,2010s","dark,song,david guetta","Adjective+Type pattern: ""Dark Song"""
Bright Song,David Guetta,2019,86,"edm,pop,2010s","bright,song,david guetta","Adjective+Type pattern: ""Bright Song"""
Sweet Song,David Guetta,2019,89,"edm,pop,2010s","sweet,song,david guetta","Adjective+Type pattern: ""Sweet Song"""
Wild Song,David Guetta,2014,83,"edm,pop,2010s","wild,song,david guetta","Adjective+Type pattern: ""Wild Song"""
Free Song,David Guetta,2014,81,"edm,pop,2010s","free,song,david guetta","Adjective+Type pattern: ""Free Song"""
Lost Song,David Guetta,2011,78,"edm,pop,2010s","lost,song,david guetta","Exact match: ""Lost Song"""
Found Song,David Guetta,2016,86,"edm,pop,2010s","found,song,david guetta","Exact match: ""Found Song"""
True Song,David Guetta,2014,94,"edm,pop,2010s","true,song,david guetta","Exact match: ""True Song"""
Faded Song,David Guetta,2011,96,"edm,pop,2010s","faded,song,david guetta","Adjective+Type pattern: ""Faded Song"""
Shining Song,David Guetta,2018,94,"edm,pop,2010s","shining,song,david guetta","Adjective+Type pattern: ""Shining Song"""
Burning Song,David Guetta,2015,82,"edm,pop,2010s","burning,song,david guetta","Adjective+Type pattern: ""Burning Song"""
Rising Song,David Guetta,2019,86,"edm,pop,2010s","rising,song,david guetta","Adjective+Type pattern: ""Rising Song"""
Blue Track,David Guetta,2011,76,"edm,pop,2010s","blue,track,david guetta","Adjective+Type pattern: ""Blue Track"""
Red Track,David Guetta,2011,86,"edm,pop,2010s","red,track,david guetta","Adjective+Type pattern: ""Red Track"""
Golden Track,David Guetta,2013,96,"edm,pop,2010s","golden,track,david guetta","Adjective+Type pattern: ""Golden Track"""
Silver Track,David Guetta,2017,86,"edm,pop,2010s","silver,track,david guetta","Adjective+Type pattern: ""Silver Track"""
Dark Track,David Guetta,2019,79,"edm,pop,2010s","dark,track,david guetta","Adjective+Type pattern: ""Dark Track"""
Bright Track,David Guetta,2014,79,"edm,pop,2010s","bright,track,david guetta","Adjective+Type pattern: ""Bright Track"""
Sweet Track,David Guetta,2012,93,"edm,pop,2010s","sweet,track,david guetta","Adjective+Type pattern: ""Sweet Track"""
Wild Track,David Guetta,2014,90,"edm,pop,2010s","wild,track,david guetta","Adjective+Type pattern: ""Wild Track"""
Free Track,David Guetta,2010,81,"edm,pop,2010s","free,track,david guetta","Adjective+Type pattern: ""Free Track"""
Blue Song,Zedd,2014,95,"edm,progressive,2010s","blue,song,zedd","Adjective+Type pattern: ""Blue Song"""
Red Song,Zedd,2012,91,"edm,progressive,2010s","red,song,zedd","Adjective+Type pattern: ""Red Song"""
Golden Song,Zedd,2011,88,"edm,progressive,2010s","golden,song,zedd","Adjective+Type pattern: ""Golden Song"""
Silver Song,Zedd,2015,94,"edm,progressive,2010s","silver,song,zedd","Adjective+Type pattern: ""Silver Song"""
Dark Song,Zedd,2019,79,"edm,progressive,2010s","dark,song,zedd","Adjective+Type pattern: ""Dark Song"""
Bright Song,Zedd,2012,79,"edm,progressive,2010s","bright,song,zedd","Adjective+Type pattern: ""Bright Song"""
Sweet Song,Zedd,2018,82,"edm,progressive,2010s","sweet,song,zedd","Adjective+Type pattern: ""Sweet Song"""
Wild Song,Zedd,2012,94,"edm,progressive,2010s","wild,song,zedd","Adjective+Type pattern: ""Wild Song"""
Free Song,Zedd,2015,86,"edm,progressive,2010s","free,song,zedd","Adjective+Type pattern: ""Free Song"""
Lost Song,Zedd,2012,75,"edm,progressive,2010s","lost,song,zedd","Exact match: ""Lost Song"""
Found Song,Zedd,2017,75,"edm,progressive,2010s","found,song,zedd","Exact match: ""Found Song"""
True Song,Zedd,2011,83,"edm,progressive,2010s","true,song,zedd","Exact match: ""True Song"""
Faded Song,Zedd,2011,78,"edm,progressive,2010s","faded,song,zedd","Adjective+Type pattern: ""Faded Song"""
Shining Song,Zedd,2010,93,"edm,progressive,2010s","shining,song,zedd","Adjective+Type pattern: ""Shining Song"""
Burning Song,Zedd,2017,83,"edm,progressive,2010s","burning,song,zedd","Adjective+Type pattern: ""Burning Song"""
Rising Song,Zedd,2018,92,"edm,progressive,2010s","rising,song,zedd","Adjective+Type pattern: ""Rising Song"""
Blue Track,Zedd,2018,90,"edm,progressive,2010s","blue,track,zedd","Adjective+Type pattern: ""Blue Track"""
Red Track,Zedd,2017,80,"edm,progressive,2010s","red,track,zedd","Adjective+Type pattern: ""Red Track"""
Golden Track,Zedd,2010,88,"edm,progressive,2010s","golden,track,zedd","Adjective+Type pattern: ""Golden Track"""
Silver Track,Zedd,2019,94,"edm,progressive,2010s","silver,track,zedd","Adjective+Type pattern: ""Silver Track"""
Blue Song,Skrillex,2015,91,"dubstep,edm,2010s","blue,song,skrillex","Adjective+Type pattern: ""Blue Song"""
Red Song,Skrillex,2019,94,"dubstep,edm,2010s","red,song,skrillex","Adjective+Type pattern: ""Red Song"""
Golden Song,Skrillex,2017,82,"dubstep,edm,2010s","golden,song,skrillex","Adjective+Type pattern: ""Golden Song"""
Silver Song,Skrillex,2017,82,"dubstep,edm,2010s","silver,song,skrillex","Adjective+Type pattern: ""Silver Song"""
Dark Song,Skrillex,2016,79,"dubstep,edm,2010s","dark,song,skrillex","Adjective+Type pattern: ""Dark Song"""
Bright Song,Skrillex,2017,93,"dubstep,edm,2010s","bright,song,skrillex","Adjective+Type pattern: ""Bright Song"""
Sweet Song,Skrillex,2014,80,"dubstep,edm,2010s","sweet,song,skrillex","Adjective+Type pattern: ""Sweet Song"""
Wild Song,Skrillex,2019,81,"dubstep,edm,2010s","wild,song,skrillex","Adjective+Type pattern: ""Wild Song"""
Free Song,Skrillex,2012,82,"dubstep,edm,2010s","free,song,skrillex","Adjective+Type pattern: ""Free Song"""
Lost Song,Skrillex,2018,77,"dubstep,edm,2010s","lost,song,skrillex","Exact match: ""Lost Song"""
Found Song,Skrillex,2012,88,"dubstep,edm,2010s","found,song,skrillex","Exact match: ""Found Song"""
True Song,Skrillex,2015,79,"dubstep,edm,2010s","true,song,skrillex","Exact match: ""True Song"""
Faded Song,Skrillex,2017,94,"dubstep,edm,2010s","faded,song,skrillex","Adjective+Type pattern: ""Faded Song"""
Shining Song,Skrillex,2019,87,"dubstep,edm,2010s","shining,song,skrillex","Adjective+Type pattern: ""Shining Song"""
Burning Song,Skrillex,2014,83,"dubstep,edm,2010s","burning,song,skrillex","Adjective+Type pattern: ""Burning Song"""
Rising Song,Skrillex,2012,76,"dubstep,edm,2010s","rising,song,skrillex","Adjective+Type pattern: ""Rising Song"""
Blue Track,Skrillex,2017,81,"dubstep,edm,2010s","blue,track,skrillex","Adjective+Type pattern: ""Blue Track"""
Red Track,Skrillex,2019,91,"dubstep,edm,2010s","red,track,skrillex","Adjective+Type pattern: ""Red Track"""
Golden Track,Skrillex,2012,94,"dubstep,edm,2010s","golden,track,skrillex","Adjective+Type pattern: ""Golden Track"""
Silver Track,Skrillex,2018,88,"dubstep,edm,2010s","silver,track,skrillex","Adjective+Type pattern: ""Silver Track"""
Blue Song,Deadmau5,2016,89,"progressive house,edm,2010s","blue,song,deadmau5","Adjective+Type pattern: ""Blue Song"""
Red Song,Deadmau5,2017,79,"progressive house,edm,2010s","red,song,deadmau5","Adjective+Type pattern: ""Red Song"""
Golden Song,Deadmau5,2010,84,"progressive house,edm,2010s","golden,song,deadmau5","Adjective+Type pattern: ""Golden Song"""
Silver Song,Deadmau5,2011,91,"progressive house,edm,2010s","silver,song,deadmau5","Adjective+Type pattern: ""Silver Song"""
Dark Song,Deadmau5,2017,85,"progressive house,edm,2010s","dark,song,deadmau5","Adjective+Type pattern: ""Dark Song"""
Bright Song,Deadmau5,2018,75,"progressive house,edm,2010s","bright,song,deadmau5","Adjective+Type pattern: ""Bright Song"""
Sweet Song,Deadmau5,2013,75,"progressive house,edm,2010s","sweet,song,deadmau5","Adjective+Type pattern: ""Sweet Song"""
Wild Song,Deadmau5,2018,95,"progressive house,edm,2010s","wild,song,deadmau5","Adjective+Type pattern: ""Wild Song"""
Free Song,Deadmau5,2011,75,"progressive house,edm,2010s","free,song,deadmau5","Adjective+Type pattern: ""Free Song"""
Lost Song,Deadmau5,2011,85,"progressive house,edm,2010s","lost,song,deadmau5","Exact match: ""Lost Song"""
Found Song,Deadmau5,2011,77,"progressive house,edm,2010s","found,song,deadmau5","Exact match: ""Found Song"""
True Song,Deadmau5,2011,83,"progressive house,edm,2010s","true,song,deadmau5","Exact match: ""True Song"""
Faded Song,Deadmau5,2019,93,"progressive house,edm,2010s","faded,song,deadmau5","Adjective+Type pattern: ""Faded Song"""
Shining Song,Deadmau5,2014,96,"progressive house,edm,2010s","shining,song,deadmau5","Adjective+Type pattern: ""Shining Song"""
Burning Song,Deadmau5,2013,89,"progressive house,edm,2010s","burning,song,deadmau5","Adjective+Type pattern: ""Burning Song"""
Rising Song,Deadmau5,2016,94,"progressive house,edm,2010s","rising,song,deadmau5","Adjective+Type pattern: ""Rising Song"""
Blue Track,Deadmau5,2016,92,"progressive house,edm,2010s","blue,track,deadmau5","Adjective+Type pattern: ""Blue Track"""
Red Track,Deadmau5,2014,89,"progressive house,edm,2010s","red,track,deadmau5","Adjective+Type pattern: ""Red Track"""
Golden Track,Deadmau5,2013,79,"progressive house,edm,2010s","golden,track,deadmau5","Adjective+Type pattern: ""Golden Track"""
Silver Track,Deadmau5,2017,82,"progressive house,edm,2010s","silver,track,deadmau5","Adjective+Type pattern: ""Silver Track"""
Blue Song,Marshmello,2013,94,"future bass,edm,2010s","blue,song,marshmello","Adjective+Type pattern: ""Blue Song"""
Red Song,Marshmello,2011,75,"future bass,edm,2010s","red,song,marshmello","Adjective+Type pattern: ""Red Song"""
Golden Song,Marshmello,2014,77,"future bass,edm,2010s","golden,song,marshmello","Adjective+Type pattern: ""Golden Song"""
Silver Song,Marshmello,2010,79,"future bass,edm,2010s","silver,song,marshmello","Adjective+Type pattern: ""Silver Song"""
Dark Song,Marshmello,2017,78,"future bass,edm,2010s","dark,song,marshmello","Adjective+Type pattern: ""Dark Song"""
Bright Song,Marshmello,2012,81,"future bass,edm,2010s","bright,song,marshmello","Adjective+Type pattern: ""Bright Song"""
Sweet Song,Marshmello,2019,96,"future bass,edm,2010s","sweet,song,marshmello","Adjective+Type pattern: ""Sweet Song"""
Wild Song,Marshmello,2015,84,"future bass,edm,2010s","wild,song,marshmello","Adjective+Type pattern: ""Wild Song"""
Free Song,Marshmello,2016,75,"future bass,edm,2010s","free,song,marshmello","Adjective+Type pattern: ""Free Song"""
Lost Song,Marshmello,2011,77,"future bass,edm,2010s","lost,song,marshmello","Exact match: ""Lost Song"""
Found Song,Marshmello,2019,86,"future bass,edm,2010s","found,song,marshmello","Exact match: ""Found Song"""
