title,artist,year,popularity,tags,phrases
Free Track,Ariana Grande,2017,89,"pop,r&b,2010s","free,track,ariana grande"
Lost Track,Ariana Grande,2013,78,"pop,r&b,2010s","lost,track,ariana grande"
Found Track,Ariana Grande,2019,78,"pop,r&b,2010s","found,track,ariana grande"
True Track,Ariana Grande,2015,78,"pop,r&b,2010s","true,track,ariana grande"
Faded Track,Ariana Grande,2011,94,"pop,r&b,2010s","faded,track,ariana grande"
Shining Track,Ariana Grande,2015,88,"pop,r&b,2010s","shining,track,ariana grande"
Blue Song,Justin Bieber,2013,89,"pop,2010s","blue,song,justin bieber"
Red Song,Justin Bieber,2017,95,"pop,2010s","red,song,justin bieber"
Golden Song,Justin Bieber,2019,89,"pop,2010s","golden,song,justin bieber"
Silver Song,Justin Bieber,2012,87,"pop,2010s","silver,song,justin bieber"
Dark Song,Justin Bieber,2016,90,"pop,2010s","dark,song,justin bieber"
Bright Song,Justin Bieber,2018,96,"pop,2010s","bright,song,justin bieber"
Sweet Song,Justin Bieber,2018,92,"pop,2010s","sweet,song,justin bieber"
Wild Song,Justin Bieber,2015,97,"pop,2010s","wild,song,justin bieber"
Free Song,Justin Bieber,2013,93,"pop,2010s","free,song,justin bieber"
Lost Song,Justin Bieber,2018,95,"pop,2010s","lost,song,justin bieber"
Found Song,Justin Bieber,2010,89,"pop,2010s","found,song,justin bieber"
True Song,Justin Bieber,2011,84,"pop,2010s","true,song,justin bieber"
Faded Song,Justin Bieber,2018,86,"pop,2010s","faded,song,justin bieber"
Shining Song,Justin Bieber,2018,87,"pop,2010s","shining,song,justin bieber"
Burning Song,Justin Bieber,2012,92,"pop,2010s","burning,song,justin bieber"
Rising Song,Justin Bieber,2019,80,"pop,2010s","rising,song,justin bieber"
Blue Track,Justin Bieber,2019,94,"pop,2010s","blue,track,justin bieber"
Red Track,Justin Bieber,2014,81,"pop,2010s","red,track,justin bieber"
Golden Track,Justin Bieber,2013,93,"pop,2010s","golden,track,justin bieber"
Silver Track,Justin Bieber,2013,92,"pop,2010s","silver,track,justin bieber"
Dark Track,Justin Bieber,2013,94,"pop,2010s","dark,track,justin bieber"
Bright Track,Justin Bieber,2015,91,"pop,2010s","bright,track,justin bieber"
Sweet Track,Justin Bieber,2013,90,"pop,2010s","sweet,track,justin bieber"
Wild Track,Justin Bieber,2017,83,"pop,2010s","wild,track,justin bieber"
Free Track,Justin Bieber,2011,93,"pop,2010s","free,track,justin bieber"
Blue Song,One Direction,2017,90,"pop,boy band,2010s","blue,song,one direction"
Red Song,One Direction,2019,80,"pop,boy band,2010s","red,song,one direction"
Golden Song,One Direction,2012,94,"pop,boy band,2010s","golden,song,one direction"
Silver Song,One Direction,2018,95,"pop,boy band,2010s","silver,song,one direction"
Dark Song,One Direction,2012,80,"pop,boy band,2010s","dark,song,one direction"
Bright Song,One Direction,2011,95,"pop,boy band,2010s","bright,song,one direction"
Sweet Song,One Direction,2013,87,"pop,boy band,2010s","sweet,song,one direction"
Wild Song,One Direction,2013,91,"pop,boy band,2010s","wild,song,one direction"
Free Song,One Direction,2013,80,"pop,boy band,2010s","free,song,one direction"
Lost Song,One Direction,2017,97,"pop,boy band,2010s","lost,song,one direction"
Found Song,One Direction,2016,96,"pop,boy band,2010s","found,song,one direction"
True Song,One Direction,2012,83,"pop,boy band,2010s","true,song,one direction"
Faded Song,One Direction,2019,88,"pop,boy band,2010s","faded,song,one direction"
Shining Song,One Direction,2011,80,"pop,boy band,2010s","shining,song,one direction"
Burning Song,One Direction,2012,80,"pop,boy band,2010s","burning,song,one direction"
Rising Song,One Direction,2015,88,"pop,boy band,2010s","rising,song,one direction"
Blue Track,One Direction,2018,80,"pop,boy band,2010s","blue,track,one direction"
Red Track,One Direction,2016,85,"pop,boy band,2010s","red,track,one direction"
Golden Track,One Direction,2014,82,"pop,boy band,2010s","golden,track,one direction"
Silver Track,One Direction,2010,82,"pop,boy band,2010s","silver,track,one direction"
Dark Track,One Direction,2019,94,"pop,boy band,2010s","dark,track,one direction"
Bright Track,One Direction,2016,87,"pop,boy band,2010s","bright,track,one direction"
Sweet Track,One Direction,2010,84,"pop,boy band,2010s","sweet,track,one direction"
Wild Track,One Direction,2017,92,"pop,boy band,2010s","wild,track,one direction"
Free Track,One Direction,2016,85,"pop,boy band,2010s","free,track,one direction"
Blue Song,Sia,2015,94,"pop,2010s","blue,song,sia"
Red Song,Sia,2010,92,"pop,2010s","red,song,sia"
Golden Song,Sia,2016,89,"pop,2010s","golden,song,sia"
Silver Song,Sia,2017,85,"pop,2010s","silver,song,sia"
Dark Song,Sia,2013,87,"pop,2010s","dark,song,sia"
Bright Song,Sia,2018,95,"pop,2010s","bright,song,sia"
Sweet Song,Sia,2012,95,"pop,2010s","sweet,song,sia"
Wild Song,Sia,2011,90,"pop,2010s","wild,song,sia"
Free Song,Sia,2010,97,"pop,2010s","free,song,sia"
Lost Song,Sia,2013,84,"pop,2010s","lost,song,sia"
Found Song,Sia,2015,97,"pop,2010s","found,song,sia"
True Song,Sia,2019,87,"pop,2010s","true,song,sia"
Faded Song,Sia,2015,80,"pop,2010s","faded,song,sia"
Shining Song,Sia,2010,80,"pop,2010s","shining,song,sia"
Burning Song,Sia,2012,94,"pop,2010s","burning,song,sia"
Rising Song,Sia,2014,86,"pop,2010s","rising,song,sia"
Blue Track,Sia,2011,93,"pop,2010s","blue,track,sia"
Red Track,Sia,2011,84,"pop,2010s","red,track,sia"
Golden Track,Sia,2013,87,"pop,2010s","golden,track,sia"
Silver Track,Sia,2011,91,"pop,2010s","silver,track,sia"
God's Plan,Drake,2013,88,"hip hop,trap,2010s","god's plan,bad things,good things"
Hotline Bling,Drake,2015,94,"hip hop,r&b,2010s","hotline bling,call me,late night need my love"
HUMBLE.,Kendrick Lamar,2010,92,"hip hop,2010s","humble,sit down,be humble"
Alright,Kendrick Lamar,2013,95,"hip hop,2010s,anthem","alright,we gon be,alls my life"
DNA.,Kendrick Lamar,2016,76,"hip hop,2010s","dna,got loyalty,royalty,inside"
Sicko Mode,Travis Scott,2017,85,"hip hop,trap,2010s","sicko mode,who put this together,straight up"
Old Town Road,Lil Nas X,2010,82,"hip hop,country,2010s,viral","old town road,horses in back,riding on tractor"
Blue Song,Drake,2011,83,"hip hop,r&b,2010s","blue,song,drake"
Red Song,Drake,2015,83,"hip hop,r&b,2010s","red,song,drake"
Golden Song,Drake,2012,93,"hip hop,r&b,2010s","golden,song,drake"
Silver Song,Drake,2010,90,"hip hop,r&b,2010s","silver,song,drake"
Dark Song,Drake,2012,94,"hip hop,r&b,2010s","dark,song,drake"
Bright Song,Drake,2015,89,"hip hop,r&b,2010s","bright,song,drake"
Sweet Song,Drake,2018,93,"hip hop,r&b,2010s","sweet,song,drake"
Wild Song,Drake,2019,88,"hip hop,r&b,2010s","wild,song,drake"
Free Song,Drake,2012,94,"hip hop,r&b,2010s","free,song,drake"
Lost Song,Drake,2014,95,"hip hop,r&b,2010s","lost,song,drake"
Found Song,Drake,2012,91,"hip hop,r&b,2010s","found,song,drake"
True Song,Drake,2013,85,"hip hop,r&b,2010s","true,song,drake"
Faded Song,Drake,2011,90,"hip hop,r&b,2010s","faded,song,drake"
Shining Song,Drake,2010,80,"hip hop,r&b,2010s","shining,song,drake"
Burning Song,Drake,2018,88,"hip hop,r&b,2010s","burning,song,drake"
Rising Song,Drake,2010,79,"hip hop,r&b,2010s","rising,song,drake"
Blue Track,Drake,2017,75,"hip hop,r&b,2010s","blue,track,drake"
Red Track,Drake,2010,87,"hip hop,r&b,2010s","red,track,drake"
Golden Track,Drake,2014,76,"hip hop,r&b,2010s","golden,track,drake"
Silver Track,Drake,2010,86,"hip hop,r&b,2010s","silver,track,drake"
Dark Track,Drake,2018,86,"hip hop,r&b,2010s","dark,track,drake"
Bright Track,Drake,2011,97,"hip hop,r&b,2010s","bright,track,drake"
Sweet Track,Drake,2011,84,"hip hop,r&b,2010s","sweet,track,drake"
Wild Track,Drake,2017,76,"hip hop,r&b,2010s","wild,track,drake"
Free Track,Drake,2013,96,"hip hop,r&b,2010s","free,track,drake"
Lost Track,Drake,2011,78,"hip hop,r&b,2010s","lost,track,drake"
Found Track,Drake,2018,89,"hip hop,r&b,2010s","found,track,drake"
True Track,Drake,2018,82,"hip hop,r&b,2010s","true,track,drake"
Faded Track,Drake,2016,97,"hip hop,r&b,2010s","faded,track,drake"
Shining Track,Drake,2019,88,"hip hop,r&b,2010s","shining,track,drake"
Burning Track,Drake,2018,91,"hip hop,r&b,2010s","burning,track,drake"
Rising Track,Drake,2011,87,"hip hop,r&b,2010s","rising,track,drake"
Blue Anthem,Drake,2011,94,"hip hop,r&b,2010s","blue,anthem,drake"
Red Anthem,Drake,2015,97,"hip hop,r&b,2010s","red,anthem,drake"
Golden Anthem,Drake,2015,81,"hip hop,r&b,2010s","golden,anthem,drake"
Blue Song,Kendrick Lamar,2010,93,"hip hop,conscious,2010s","blue,song,kendrick lamar"
Red Song,Kendrick Lamar,2014,96,"hip hop,conscious,2010s","red,song,kendrick lamar"
Golden Song,Kendrick Lamar,2010,87,"hip hop,conscious,2010s","golden,song,kendrick lamar"
Silver Song,Kendrick Lamar,2012,96,"hip hop,conscious,2010s","silver,song,kendrick lamar"
Dark Song,Kendrick Lamar,2015,86,"hip hop,conscious,2010s","dark,song,kendrick lamar"
Bright Song,Kendrick Lamar,2014,82,"hip hop,conscious,2010s","bright,song,kendrick lamar"
Sweet Song,Kendrick Lamar,2016,90,"hip hop,conscious,2010s","sweet,song,kendrick lamar"
Wild Song,Kendrick Lamar,2018,87,"hip hop,conscious,2010s","wild,song,kendrick lamar"
Free Song,Kendrick Lamar,2012,82,"hip hop,conscious,2010s","free,song,kendrick lamar"
Lost Song,Kendrick Lamar,2013,89,"hip hop,conscious,2010s","lost,song,kendrick lamar"
Found Song,Kendrick Lamar,2018,89,"hip hop,conscious,2010s","found,song,kendrick lamar"
True Song,Kendrick Lamar,2014,86,"hip hop,conscious,2010s","true,song,kendrick lamar"
Faded Song,Kendrick Lamar,2018,96,"hip hop,conscious,2010s","faded,song,kendrick lamar"
Shining Song,Kendrick Lamar,2017,83,"hip hop,conscious,2010s","shining,song,kendrick lamar"
Burning Song,Kendrick Lamar,2010,89,"hip hop,conscious,2010s","burning,song,kendrick lamar"
Rising Song,Kendrick Lamar,2013,82,"hip hop,conscious,2010s","rising,song,kendrick lamar"
Blue Track,Kendrick Lamar,2018,85,"hip hop,conscious,2010s","blue,track,kendrick lamar"
Red Track,Kendrick Lamar,2019,96,"hip hop,conscious,2010s","red,track,kendrick lamar"
Golden Track,Kendrick Lamar,2019,96,"hip hop,conscious,2010s","golden,track,kendrick lamar"
Silver Track,Kendrick Lamar,2013,77,"hip hop,conscious,2010s","silver,track,kendrick lamar"
Dark Track,Kendrick Lamar,2016,80,"hip hop,conscious,2010s","dark,track,kendrick lamar"
Bright Track,Kendrick Lamar,2010,88,"hip hop,conscious,2010s","bright,track,kendrick lamar"
Sweet Track,Kendrick Lamar,2019,90,"hip hop,conscious,2010s","sweet,track,kendrick lamar"
Wild Track,Kendrick Lamar,2018,87,"hip hop,conscious,2010s","wild,track,kendrick lamar"
Free Track,Kendrick Lamar,2015,93,"hip hop,conscious,2010s","free,track,kendrick lamar"
Lost Track,Kendrick Lamar,2013,89,"hip hop,conscious,2010s","lost,track,kendrick lamar"
Found Track,Kendrick Lamar,2017,83,"hip hop,conscious,2010s","found,track,kendrick lamar"
True Track,Kendrick Lamar,2015,76,"hip hop,conscious,2010s","true,track,kendrick lamar"
Faded Track,Kendrick Lamar,2013,94,"hip hop,conscious,2010s","faded,track,kendrick lamar"
Shining Track,Kendrick Lamar,2014,80,"hip hop,conscious,2010s","shining,track,kendrick lamar"
Blue Song,J. Cole,2010,78,"hip hop,conscious,2010s","blue,song,j. cole"
Red Song,J. Cole,2017,76,"hip hop,conscious,2010s","red,song,j. cole"
Golden Song,J. Cole,2013,84,"hip hop,conscious,2010s","golden,song,j. cole"
Silver Song,J. Cole,2013,93,"hip hop,conscious,2010s","silver,song,j. cole"
Dark Song,J. Cole,2014,89,"hip hop,conscious,2010s","dark,song,j. cole"
Bright Song,J. Cole,2013,86,"hip hop,conscious,2010s","bright,song,j. cole"
Sweet Song,J. Cole,2017,76,"hip hop,conscious,2010s","sweet,song,j. cole"
Wild Song,J. Cole,2012,95,"hip hop,conscious,2010s","wild,song,j. cole"
Free Song,J. Cole,2010,92,"hip hop,conscious,2010s","free,song,j. cole"
Lost Song,J. Cole,2018,93,"hip hop,conscious,2010s","lost,song,j. cole"
Found Song,J. Cole,2012,87,"hip hop,conscious,2010s","found,song,j. cole"
True Song,J. Cole,2014,87,"hip hop,conscious,2010s","true,song,j. cole"
Faded Song,J. Cole,2019,85,"hip hop,conscious,2010s","faded,song,j. cole"
Shining Song,J. Cole,2016,85,"hip hop,conscious,2010s","shining,song,j. cole"
Burning Song,J. Cole,2013,93,"hip hop,conscious,2010s","burning,song,j. cole"
Rising Song,J. Cole,2019,75,"hip hop,conscious,2010s","rising,song,j. cole"
Blue Track,J. Cole,2016,79,"hip hop,conscious,2010s","blue,track,j. cole"
Red Track,J. Cole,2019,93,"hip hop,conscious,2010s","red,track,j. cole"
Golden Track,J. Cole,2012,86,"hip hop,conscious,2010s","golden,track,j. cole"
Silver Track,J. Cole,2010,91,"hip hop,conscious,2010s","silver,track,j. cole"
Dark Track,J. Cole,2015,82,"hip hop,conscious,2010s","dark,track,j. cole"
Bright Track,J. Cole,2011,75,"hip hop,conscious,2010s","bright,track,j. cole"
Sweet Track,J. Cole,2012,83,"hip hop,conscious,2010s","sweet,track,j. cole"
Wild Track,J. Cole,2015,80,"hip hop,conscious,2010s","wild,track,j. cole"
Free Track,J. Cole,2014,76,"hip hop,conscious,2010s","free,track,j. cole"
Blue Song,Travis Scott,2017,82,"hip hop,trap,2010s","blue,song,travis scott"
Red Song,Travis Scott,2014,92,"hip hop,trap,2010s","red,song,travis scott"
Golden Song,Travis Scott,2018,95,"hip hop,trap,2010s","golden,song,travis scott"
Silver Song,Travis Scott,2019,77,"hip hop,trap,2010s","silver,song,travis scott"
Dark Song,Travis Scott,2014,97,"hip hop,trap,2010s","dark,song,travis scott"
Bright Song,Travis Scott,2018,78,"hip hop,trap,2010s","bright,song,travis scott"
Sweet Song,Travis Scott,2011,76,"hip hop,trap,2010s","sweet,song,travis scott"
Wild Song,Travis Scott,2015,78,"hip hop,trap,2010s","wild,song,travis scott"
Free Song,Travis Scott,2019,97,"hip hop,trap,2010s","free,song,travis scott"
Lost Song,Travis Scott,2013,86,"hip hop,trap,2010s","lost,song,travis scott"
Found Song,Travis Scott,2016,92,"hip hop,trap,2010s","found,song,travis scott"
True Song,Travis Scott,2014,88,"hip hop,trap,2010s","true,song,travis scott"
Faded Song,Travis Scott,2017,86,"hip hop,trap,2010s","faded,song,travis scott"
Shining Song,Travis Scott,2012,84,"hip hop,trap,2010s","shining,song,travis scott"
Burning Song,Travis Scott,2010,83,"hip hop,trap,2010s","burning,song,travis scott"
Rising Song,Travis Scott,2019,90,"hip hop,trap,2010s","rising,song,travis scott"
Blue Track,Travis Scott,2015,95,"hip hop,trap,2010s","blue,track,travis scott"
Red Track,Travis Scott,2010,95,"hip hop,trap,2010s","red,track,travis scott"
Golden Track,Travis Scott,2019,93,"hip hop,trap,2010s","golden,track,travis scott"
Silver Track,Travis Scott,2014,86,"hip hop,trap,2010s","silver,track,travis scott"
Dark Track,Travis Scott,2016,92,"hip hop,trap,2010s","dark,track,travis scott"
Bright Track,Travis Scott,2017,85,"hip hop,trap,2010s","bright,track,travis scott"
Sweet Track,Travis Scott,2019,92,"hip hop,trap,2010s","sweet,track,travis scott"
Wild Track,Travis Scott,2013,80,"hip hop,trap,2010s","wild,track,travis scott"
Free Track,Travis Scott,2019,94,"hip hop,trap,2010s","free,track,travis scott"
Blue Song,Post Malone,2019,86,"hip hop,pop rap,2010s","blue,song,post malone"
Red Song,Post Malone,2017,80,"hip hop,pop rap,2010s","red,song,post malone"
Golden Song,Post Malone,2012,86,"hip hop,pop rap,2010s","golden,song,post malone"
Silver Song,Post Malone,2012,86,"hip hop,pop rap,2010s","silver,song,post malone"
Dark Song,Post Malone,2016,81,"hip hop,pop rap,2010s","dark,song,post malone"
Bright Song,Post Malone,2016,88,"hip hop,pop rap,2010s","bright,song,post malone"
Sweet Song,Post Malone,2012,95,"hip hop,pop rap,2010s","sweet,song,post malone"
Wild Song,Post Malone,2014,82,"hip hop,pop rap,2010s","wild,song,post malone"
Free Song,Post Malone,2019,83,"hip hop,pop rap,2010s","free,song,post malone"
Lost Song,Post Malone,2011,92,"hip hop,pop rap,2010s","lost,song,post malone"
Found Song,Post Malone,2016,77,"hip hop,pop rap,2010s","found,song,post malone"
True Song,Post Malone,2018,91,"hip hop,pop rap,2010s","true,song,post malone"
Faded Song,Post Malone,2015,81,"hip hop,pop rap,2010s","faded,song,post malone"
Shining Song,Post Malone,2011,96,"hip hop,pop rap,2010s","shining,song,post malone"
Burning Song,Post Malone,2014,87,"hip hop,pop rap,2010s","burning,song,post malone"
Rising Song,Post Malone,2015,81,"hip hop,pop rap,2010s","rising,song,post malone"
Blue Track,Post Malone,2011,82,"hip hop,pop rap,2010s","blue,track,post malone"
Red Track,Post Malone,2010,86,"hip hop,pop rap,2010s","red,track,post malone"
Golden Track,Post Malone,2018,94,"hip hop,pop rap,2010s","golden,track,post malone"
Silver Track,Post Malone,2011,80,"hip hop,pop rap,2010s","silver,track,post malone"
Dark Track,Post Malone,2011,94,"hip hop,pop rap,2010s","dark,track,post malone"
Bright Track,Post Malone,2019,93,"hip hop,pop rap,2010s","bright,track,post malone"
Sweet Track,Post Malone,2013,92,"hip hop,pop rap,2010s","sweet,track,post malone"
Wild Track,Post Malone,2014,88,"hip hop,pop rap,2010s","wild,track,post malone"
Free Track,Post Malone,2015,89,"hip hop,pop rap,2010s","free,track,post malone"
Blue Song,Migos,2010,75,"hip hop,trap,2010s","blue,song,migos"
Red Song,Migos,2014,75,"hip hop,trap,2010s","red,song,migos"
Golden Song,Migos,2016,91,"hip hop,trap,2010s","golden,song,migos"
Silver Song,Migos,2019,77,"hip hop,trap,2010s","silver,song,migos"
Dark Song,Migos,2014,75,"hip hop,trap,2010s","dark,song,migos"
Bright Song,Migos,2012,89,"hip hop,trap,2010s","bright,song,migos"
Sweet Song,Migos,2014,89,"hip hop,trap,2010s","sweet,song,migos"
Wild Song,Migos,2014,92,"hip hop,trap,2010s","wild,song,migos"
Free Song,Migos,2011,96,"hip hop,trap,2010s","free,song,migos"
Lost Song,Migos,2013,86,"hip hop,trap,2010s","lost,song,migos"
Found Song,Migos,2011,82,"hip hop,trap,2010s","found,song,migos"
True Song,Migos,2016,93,"hip hop,trap,2010s","true,song,migos"
Faded Song,Migos,2010,89,"hip hop,trap,2010s","faded,song,migos"
Shining Song,Migos,2018,78,"hip hop,trap,2010s","shining,song,migos"
Burning Song,Migos,2013,91,"hip hop,trap,2010s","burning,song,migos"
Rising Song,Migos,2012,90,"hip hop,trap,2010s","rising,song,migos"
Blue Track,Migos,2018,85,"hip hop,trap,2010s","blue,track,migos"
Red Track,Migos,2016,77,"hip hop,trap,2010s","red,track,migos"
Golden Track,Migos,2016,97,"hip hop,trap,2010s","golden,track,migos"
Silver Track,Migos,2012,85,"hip hop,trap,2010s","silver,track,migos"
Blue Song,Future,2015,77,"hip hop,trap,2010s","blue,song,future"
Red Song,Future,2016,78,"hip hop,trap,2010s","red,song,future"
Golden Song,Future,2013,92,"hip hop,trap,2010s","golden,song,future"
Silver Song,Future,2016,97,"hip hop,trap,2010s","silver,song,future"
Dark Song,Future,2018,91,"hip hop,trap,2010s","dark,song,future"
Bright Song,Future,2015,93,"hip hop,trap,2010s","bright,song,future"
Sweet Song,Future,2016,95,"hip hop,trap,2010s","sweet,song,future"
Wild Song,Future,2018,79,"hip hop,trap,2010s","wild,song,future"
Free Song,Future,2016,85,"hip hop,trap,2010s","free,song,future"
Lost Song,Future,2016,91,"hip hop,trap,2010s","lost,song,future"
Found Song,Future,2011,89,"hip hop,trap,2010s","found,song,future"
True Song,Future,2013,83,"hip hop,trap,2010s","true,song,future"
Faded Song,Future,2017,81,"hip hop,trap,2010s","faded,song,future"
Shining Song,Future,2015,97,"hip hop,trap,2010s","shining,song,future"
Burning Song,Future,2019,75,"hip hop,trap,2010s","burning,song,future"
Rising Song,Future,2017,76,"hip hop,trap,2010s","rising,song,future"
Blue Track,Future,2018,97,"hip hop,trap,2010s","blue,track,future"
Red Track,Future,2014,85,"hip hop,trap,2010s","red,track,future"
Golden Track,Future,2013,92,"hip hop,trap,2010s","golden,track,future"
Silver Track,Future,2018,95,"hip hop,trap,2010s","silver,track,future"
Blue Song,Cardi B,2017,89,"hip hop,trap,2010s","blue,song,cardi b"
Red Song,Cardi B,2012,97,"hip hop,trap,2010s","red,song,cardi b"
Golden Song,Cardi B,2012,80,"hip hop,trap,2010s","golden,song,cardi b"
Silver Song,Cardi B,2015,77,"hip hop,trap,2010s","silver,song,cardi b"
Dark Song,Cardi B,2012,94,"hip hop,trap,2010s","dark,song,cardi b"
